,device,dataset,exp_type,lp_model,attack_method,attack_goal,attack_rate,outputs,seed,datasetsDir,best_test_result,best_val_result
4433,cuda:0,CiteSeer,poisoning,deepwalk,dice,availability,0.1,outputs,4,datasets,[0.72633819 0.72754657 0.50492883 0.91016781 0.64952451],[0.75057843 0.73461545 0.51868135 0.9129594  0.66152769]
4434,cuda:0,Cora,poisoning,gca,aalp,integrity,0.05,outputs,4,datasets,[0.87096968 0.80085146 0.73888361 0.84341252 0.78769535],[0.92037742 0.83776093 0.79127133 0.87238497 0.82985073]
4435,cuda:0,Cora,poisoning,vgnae,pgd,integrity,0.2,outputs,10,datasets,[0.93587518 0.75680151 0.96688741 0.68087941 0.79906177],[0.94971924 0.75073746 0.97551018 0.66435024 0.79040925]
4436,cuda:0,CiteSeer,poisoning,gcn,random,availability,0.15,outputs,6,datasets,[0.78685501 0.72972327 0.63454199 0.78373599 0.70129186],[0.77034428 0.72036326 0.61950284 0.77604789 0.68899518]
4437,cuda:0,Cora,poisoning,vgnae,aalp,integrity,0.2,outputs,9,datasets,[0.89930893 0.72776727 0.91390729 0.66597725 0.77048854],[0.940757   0.75948767 0.96584439 0.68368032 0.80062917]
4438,cuda:0,PubMed,poisoning,gca,random,availability,0.15,outputs,7,datasets,[0.86205179 0.793796   0.74546349 0.82523483 0.78332353],[0.86194259 0.79154402 0.74063176 0.82459587 0.78036177]
4439,cuda:0,PubMed,poisoning,node2vec,pgd,integrity,0.2,outputs,7,datasets,[0.81882372 0.76786423 0.69084144 0.81666666 0.74850303],[0.82987124 0.78434163 0.72420907 0.819987   0.76912773]
4440,cuda:0,Cora,poisoning,gca,viking,integrity,0.15,outputs,10,datasets,[0.88222299 0.79418027 0.71901608 0.84632516 0.7774936 ],[0.8957887  0.80692601 0.73434538 0.85904551 0.79181582]
4441,cuda:0,CiteSeer,poisoning,gcn,viking,availability,0.15,outputs,10,datasets,[0.77035241 0.71537727 0.6093601  0.77333331 0.68162394],[0.75781727 0.69933081 0.57361376 0.76628351 0.65609622]
4442,cuda:0,PubMed,poisoning,gcn,nodeembeddingattack,integrity,0.15,outputs,6,datasets,[0.92617128 0.85419017 0.85653055 0.85254002 0.85453063],[0.93508874 0.85944098 0.87423992 0.82380515 0.84827358]
4443,cuda:0,PubMed,poisoning,gcn,clga,availability,0.1,outputs,7,datasets,[0.90308669 0.83072758 0.82012385 0.83789343 0.82891345],[0.90287376 0.83386666 0.82638317 0.83893955 0.832614  ]
4444,cuda:0,PubMed,poisoning,node2vec,minmax,availability,0.05,outputs,3,datasets,[0.79247537 0.75711745 0.62277579 0.85158151 0.71942443],[0.78760772 0.75280416 0.6166954  0.84736216 0.71385765]
4445,cuda:0,PubMed,poisoning,gat,minmax,integrity,0.2,outputs,5,datasets,[0.88304984 0.80340075 0.76077151 0.8316893  0.79465127],[0.91132677 0.83568072 0.82872051 0.83967358 0.8341611 ]
4446,cuda:0,CiteSeer,poisoning,gat,pgd,integrity,0.1,outputs,10,datasets,[0.87434798 0.5        1.         0.5        0.66666669],[0.87809173 0.49668142 1.         0.49668142 0.66371024]
4447,cuda:0,CiteSeer,poisoning,node2vec,nodeembeddingattack,integrity,0.1,outputs,10,datasets,[0.70833007 0.71871573 0.49066961 0.9021191  0.63562036],[0.75316841 0.77208483 0.56598985 0.90835029 0.69741982]
4448,cuda:0,CiteSeer,poisoning,vgnae,nodeembeddingattack,availability,0.15,outputs,4,datasets,[0.96186377 0.76614987 0.97803617 0.68693285 0.80703624],[0.96610113 0.76614987 0.98966408 0.68392857 0.80887011]
4449,cuda:0,CiteSeer,poisoning,vgnae,minmax,integrity,0.05,outputs,5,datasets,[0.96366461 0.76591658 0.99012077 0.68359227 0.80878727],[0.96502237 0.76846748 0.99778759 0.68333333 0.81115107]
4450,cuda:0,Cora,poisoning,gca,aalp,availability,0.15,outputs,4,datasets,[0.77374334 0.70939553 0.52585578 0.83084005 0.64406776],[0.77930008 0.69752187 0.49708456 0.82968372 0.62169552]
4451,cuda:0,CiteSeer,poisoning,vgnae,dice,availability,0.05,outputs,1,datasets,[0.94990487 0.75878156 0.97145993 0.68155564 0.80108622],[0.94730395 0.76156388 0.97136563 0.68425136 0.80291306]
4452,cuda:0,Cora,poisoning,gat,dice,availability,0.05,outputs,9,datasets,[0.87967341 0.807109   0.77725118 0.82661289 0.80117244],[0.88924229 0.82129276 0.79657793 0.838      0.81676412]
4453,cuda:0,CiteSeer,poisoning,vgnae,viking,availability,0.05,outputs,6,datasets,[0.94486537 0.7468652  0.95924765 0.67326733 0.79120879],[0.94363576 0.74580713 0.96016771 0.67204696 0.7906776 ]
4454,cuda:0,CiteSeer,poisoning,vgnae,viking,availability,0.2,outputs,5,datasets,[0.8744761  0.71294602 0.88746572 0.65785012 0.75559884],[0.88560054 0.72477064 0.90275228 0.66576455 0.76635514]
4455,cuda:0,CiteSeer,poisoning,vgnae,viking,availability,0.1,outputs,9,datasets,[0.91528769 0.74326347 0.93013972 0.67707955 0.7836872 ],[0.918202   0.742      0.93599999 0.67435159 0.78391959]
4456,cuda:0,PubMed,poisoning,gca,viking,availability,0.2,outputs,6,datasets,[0.88358869 0.81732267 0.77425528 0.84723133 0.8091011 ],[0.88356373 0.81646323 0.77315146 0.84647632 0.80815411]
4457,cuda:0,CiteSeer,poisoning,deepwalk,nodeembeddingattack,integrity,0.2,outputs,5,datasets,[0.65173673 0.66794729 0.37980241 0.89637303 0.53353888],[0.68303491 0.73522013 0.43529412 0.8888889  0.5844028 ]
4458,cuda:0,PubMed,poisoning,node2vec,dice,availability,0.2,outputs,10,datasets,[0.74212965 0.71615225 0.52432978 0.85069442 0.64878047],[0.74821141 0.72065121 0.53695357 0.84879786 0.65778756]
4459,cuda:0,Cora,poisoning,gca,aalp,integrity,0.15,outputs,10,datasets,[0.85646664 0.79375589 0.71807003 0.84615386 0.77686799],[0.90957912 0.83159393 0.7817837  0.86828238 0.82276577]
4460,cuda:0,PubMed,poisoning,gca,minmax,integrity,0.05,outputs,9,datasets,[0.92830376 0.85080642 0.84762013 0.85305637 0.85032958],[0.93780351 0.86303073 0.87138337 0.85685706 0.86405915]
4461,cuda:0,Cora,poisoning,vgnae,random,availability,0.05,outputs,4,datasets,[0.91824575 0.74458972 0.93778181 0.67642276 0.78594371],[0.93126621 0.75090253 0.94223827 0.68146214 0.79090909]
4462,cuda:0,CiteSeer,poisoning,vgnae,pgd,availability,0.05,outputs,9,datasets,[0.96445508 0.77671958 0.98306876 0.69588015 0.81491227],[0.96810554 0.77813163 0.98726118 0.69610778 0.81650572]
4463,cuda:0,PubMed,poisoning,vgnae,clga,integrity,0.1,outputs,7,datasets,[0.96287566 0.78256824 0.98488611 0.70116835 0.81915618],[0.96758366 0.7810768  0.98775232 0.69830835 0.81818609]
4464,cuda:0,PubMed,poisoning,gca,dice,integrity,0.2,outputs,8,datasets,[0.92491212 0.84891719 0.81976086 0.87052339 0.8443799 ],[0.9261364  0.85237694 0.82183611 0.85521519 0.83819342]
4465,cuda:0,Cora,poisoning,gcn,pgd,integrity,0.1,outputs,3,datasets,[0.87425546 0.80766499 0.75212866 0.8461948  0.79639369],[0.9014061  0.83878732 0.80664062 0.85773623 0.83140409]
4466,cuda:0,PubMed,poisoning,vgnae,pgd,integrity,0.05,outputs,2,datasets,[0.96714155 0.79014748 0.98680353 0.70824901 0.8246383 ],[0.97193122 0.79085004 0.99049991 0.70760281 0.8254866 ]
4467,cuda:0,Cora,poisoning,gcn,random,integrity,0.15,outputs,6,datasets,[0.80628098 0.7492311  0.63954586 0.81939393 0.71838468],[0.83204491 0.7618596  0.65275145 0.83495146 0.73269439]
4468,cuda:0,CiteSeer,poisoning,gca,minmax,availability,0.2,outputs,10,datasets,[0.86258109 0.78203833 0.69929361 0.83796859 0.76237625],[0.89304447 0.81831986 0.75708503 0.86274511 0.80646902]
4469,cuda:0,PubMed,poisoning,gca,pgd,integrity,0.15,outputs,1,datasets,[0.92404718 0.85190201 0.87311077 0.83758926 0.85498124],[0.93007177 0.8595506  0.89129937 0.83674562 0.86316139]
4470,cuda:0,Cora,poisoning,deepwalk,minmax,integrity,0.05,outputs,5,datasets,[0.82679018 0.76040679 0.57332075 0.91609979 0.70526624],[0.85438271 0.78235859 0.60658914 0.92878336 0.7338804 ]
4471,cuda:0,PubMed,poisoning,gat,dice,availability,0.2,outputs,9,datasets,[0.86614743 0.79967332 0.77427351 0.81571138 0.79445243],[0.87081165 0.80002254 0.77782786 0.81395894 0.79548329]
4472,cuda:0,PubMed,poisoning,node2vec,random,availability,0.2,outputs,9,datasets,[0.74925686 0.70720935 0.4970392  0.85746717 0.62929904],[0.74799598 0.70703274 0.49529898 0.85909981 0.62833977]
4473,cuda:0,CiteSeer,poisoning,gat,random,integrity,0.2,outputs,9,datasets,[0.80871312 0.73710209 0.67508233 0.77067667 0.71971911],[0.81056394 0.74615389 0.70109892 0.77053142 0.73417729]
4474,cuda:0,Cora,poisoning,gat,nodeembeddingattack,availability,0.2,outputs,5,datasets,[0.86860264 0.78284025 0.7846154  0.78183961 0.783225  ],[0.88641596 0.80568725 0.82701421 0.79318184 0.80974478]
4475,cuda:0,PubMed,poisoning,node2vec,nodeembeddingattack,integrity,0.15,outputs,5,datasets,[0.74972842 0.71447098 0.5142116  0.85776103 0.64297301],[0.75624656 0.75093168 0.55417359 0.83646226 0.66666669]
4476,cuda:0,PubMed,poisoning,gcn,random,integrity,0.2,outputs,4,datasets,[0.91080328 0.83591807 0.81761789 0.84867996 0.8328594 ],[0.91206338 0.83895534 0.82287908 0.85021561 0.83632404]
4477,cuda:0,CiteSeer,poisoning,gcn,aalp,availability,0.15,outputs,2,datasets,[0.72449346 0.66701859 0.50760138 0.74519527 0.60386842],[0.73473793 0.67512691 0.5245347  0.75060534 0.61752987]
4478,cuda:0,Cora,poisoning,deepwalk,metattack,availability,0.05,outputs,5,datasets,[0.81084674 0.75788999 0.56988275 0.91329479 0.70183235],[0.81263277 0.76850182 0.59386283 0.91262138 0.71951884]
4479,cuda:0,Cora,poisoning,gat,clga,availability,0.15,outputs,5,datasets,[0.80259561 0.75391918 0.64026403 0.82861722 0.72236443],[0.79862405 0.73514855 0.60891092 0.81456953 0.69688386]
4480,cuda:0,Cora,poisoning,gat,clga,integrity,0.2,outputs,2,datasets,[0.801525   0.7386471  0.56575215 0.86478668 0.68401486],[0.83502083 0.76518023 0.61480075 0.87924016 0.72361803]
4481,cuda:0,Cora,poisoning,vgnae,nodeembeddingattack,integrity,0.1,outputs,6,datasets,[0.95123647 0.75543992 0.97634816 0.67716535 0.79969004],[0.95467736 0.74291498 0.97830802 0.64892086 0.78027682]
4482,cuda:0,CiteSeer,poisoning,gcn,viking,integrity,0.15,outputs,4,datasets,[0.80765699 0.74807906 0.7003293  0.77427185 0.73544669],[0.81081995 0.72747254 0.67032969 0.75682384 0.71095568]
4483,cuda:0,PubMed,poisoning,gat,clga,availability,0.05,outputs,3,datasets,[0.91513873 0.84401619 0.84938008 0.84036481 0.84484833],[0.91130025 0.83798796 0.83674788 0.83882821 0.83778673]
4484,cuda:0,CiteSeer,poisoning,gca,minmax,availability,0.15,outputs,7,datasets,[0.891042   0.80827266 0.73361081 0.86238533 0.79280293],[0.89271484 0.8182292  0.74166667 0.87576878 0.80315846]
4485,cuda:0,PubMed,poisoning,vgnae,aalp,integrity,0.1,outputs,6,datasets,[0.93668825 0.77221972 0.98308146 0.69147164 0.81188581],[0.97007142 0.77425542 0.98713899 0.69235639 0.81387778]
4486,cuda:0,CiteSeer,poisoning,gca,aalp,integrity,0.1,outputs,6,datasets,[0.79822801 0.75919825 0.67178923 0.81437123 0.73624057],[0.89250617 0.82343233 0.80439562 0.83657146 0.82016808]
4487,cuda:0,PubMed,poisoning,deepwalk,aalp,availability,0.05,outputs,5,datasets,[0.76980474 0.72826087 0.53496718 0.87211633 0.66314989],[0.76897898 0.72789747 0.53579485 0.87008661 0.66319668]
4488,cuda:0,CiteSeer,poisoning,gcn,aalp,availability,0.2,outputs,4,datasets,[0.67712065 0.61215687 0.71843135 0.59249675 0.64941508],[0.68380409 0.61930931 0.72527474 0.59844559 0.65578425]
4489,cuda:0,Cora,poisoning,gcn,clga,integrity,0.05,outputs,6,datasets,[0.85926861 0.78689688 0.72374648 0.82837033 0.77253217],[0.87465659 0.80692601 0.75332069 0.8437832  0.79599005]
4490,cuda:0,CiteSeer,poisoning,gca,pgd,integrity,0.15,outputs,8,datasets,[0.91202958 0.83177829 0.78814489 0.8634997  0.8241033 ],[0.92125442 0.83776301 0.80133927 0.86194479 0.83053786]
4491,cuda:0,PubMed,poisoning,gat,dice,availability,0.05,outputs,10,datasets,[0.91285738 0.84447509 0.84872717 0.84157032 0.8451336 ],[0.91617478 0.84835511 0.85331231 0.8449353  0.84910309]
4492,cuda:0,PubMed,poisoning,gca,pgd,availability,0.05,outputs,2,datasets,[0.92680867 0.85506225 0.88608557 0.83431894 0.8594234 ],[0.92916941 0.85807884 0.88953865 0.83688229 0.86240745]
4493,cuda:0,PubMed,poisoning,gat,aalp,availability,0.2,outputs,6,datasets,[0.77123685 0.71454757 0.59938765 0.77874899 0.6773966 ],[0.77236605 0.71809024 0.61192584 0.77687979 0.68460667]
4494,cuda:0,PubMed,poisoning,node2vec,viking,integrity,0.2,outputs,7,datasets,[0.76398634 0.7288518  0.53834873 0.86971575 0.66504109],[0.73199773 0.73047405 0.50425005 0.83269185 0.6281274 ]
4495,cuda:0,Cora,poisoning,vgnae,nodeembeddingattack,availability,0.1,outputs,3,datasets,[0.95054185 0.77313354 0.97686648 0.69406052 0.81153091],[0.94478227 0.77       0.96210527 0.69505703 0.80706402]
4496,cuda:0,PubMed,poisoning,gat,nodeembeddingattack,availability,0.2,outputs,9,datasets,[0.92837214 0.85557675 0.84094757 0.86629385 0.85343254],[0.92819209 0.85610551 0.84376764 0.86511493 0.85430795]
4497,cuda:0,PubMed,poisoning,gat,dice,availability,0.15,outputs,3,datasets,[0.87409721 0.8022489  0.81388795 0.7953732  0.80452406],[0.87848016 0.8057059  0.81641859 0.79929346 0.80776525]
4498,cuda:0,CiteSeer,poisoning,gca,minmax,integrity,0.15,outputs,2,datasets,[0.90755144 0.82601535 0.77387488 0.86397058 0.81644469],[0.91367717 0.82623321 0.78489703 0.84900987 0.81569564]
4499,cuda:0,PubMed,poisoning,node2vec,random,integrity,0.15,outputs,1,datasets,[0.798633   0.74847728 0.57534403 0.8800897  0.69581228],[0.80174929 0.7507897  0.58393502 0.87639689 0.70088023]
4500,cuda:0,CiteSeer,poisoning,deepwalk,minmax,integrity,0.15,outputs,1,datasets,[0.73985867 0.74286497 0.54994512 0.89544237 0.6814009 ],[0.77219204 0.76174498 0.5763098  0.90357143 0.70375514]
4501,cuda:0,CiteSeer,poisoning,node2vec,aalp,integrity,0.1,outputs,6,datasets,[0.72967395 0.75782537 0.57519209 0.90657437 0.70382804],[0.8163867  0.77392739 0.60219783 0.91792297 0.72727269]
4502,cuda:0,CiteSeer,poisoning,node2vec,aalp,availability,0.15,outputs,5,datasets,[0.69345033 0.66955239 0.3733108  0.91606218 0.53045303],[0.70624941 0.67681897 0.38240272 0.93004113 0.54196644]
4503,cuda:0,CiteSeer,poisoning,deepwalk,metattack,availability,0.05,outputs,3,datasets,[0.75084048 0.74451411 0.5308255  0.92700732 0.67508304],[0.74981541 0.72851151 0.50104821 0.91923076 0.64857525]
4504,cuda:0,Cora,poisoning,gca,viking,integrity,0.15,outputs,5,datasets,[0.88609683 0.79228765 0.69820243 0.86013985 0.7707572 ],[0.89153455 0.80407971 0.71157497 0.87310827 0.78410876]
4505,cuda:0,PubMed,poisoning,deepwalk,viking,integrity,0.05,outputs,8,datasets,[0.78609857 0.75750053 0.61076021 0.86446363 0.71579647],[0.78398489 0.76159209 0.61346751 0.85376024 0.71393716]
4506,cuda:0,PubMed,poisoning,gcn,clga,availability,0.05,outputs,3,datasets,[0.918324   0.8449865  0.85681939 0.83701092 0.84679937],[0.91332385 0.84036016 0.84645247 0.83626294 0.84132683]
4507,cuda:0,CiteSeer,poisoning,node2vec,random,integrity,0.1,outputs,5,datasets,[0.75208122 0.73765093 0.53677279 0.89724773 0.67170334],[0.76295858 0.74725276 0.54945058 0.90909094 0.68493152]
4508,cuda:0,Cora,poisoning,vgnae,metattack,availability,0.15,outputs,6,datasets,[0.87000983 0.71042869 0.8862325  0.65568771 0.75372481],[0.87914487 0.72561983 0.90247935 0.66666667 0.76685394]
4509,cuda:0,PubMed,poisoning,gat,pgd,integrity,0.05,outputs,8,datasets,[0.92815833 0.85277617 0.8596887  0.84797239 0.85379034],[0.93345918 0.86393678 0.88464147 0.84920204 0.86655957]
4510,cuda:0,Cora,poisoning,node2vec,metattack,availability,0.15,outputs,7,datasets,[0.79425182 0.73268753 0.52019787 0.90465951 0.66056007],[0.78927532 0.7392562  0.5272727  0.91535151 0.66911376]
4511,cuda:0,PubMed,poisoning,node2vec,aalp,availability,0.2,outputs,10,datasets,[0.7112641  0.65987831 0.37200871 0.87683982 0.52238846],[0.71457729 0.66494763 0.38356164 0.87725765 0.53375196]
4512,cuda:0,PubMed,poisoning,gcn,pgd,integrity,0.15,outputs,1,datasets,[0.92305321 0.8516764  0.87017822 0.83913422 0.85437429],[0.93050225 0.8599478  0.89038593 0.83795398 0.86337465]
4513,cuda:0,Cora,poisoning,deepwalk,aalp,availability,0.15,outputs,7,datasets,[0.7371355  0.66915518 0.37290606 0.91510278 0.52988362],[0.7145508  0.64504373 0.32507288 0.902834   0.47802785]
4514,cuda:0,CiteSeer,poisoning,gcn,nodeembeddingattack,integrity,0.2,outputs,1,datasets,[0.87066691 0.79143798 0.83754116 0.7668342  0.80062956],[0.85808339 0.78427672 0.83235294 0.71194971 0.7674576 ]
4515,cuda:0,CiteSeer,poisoning,gca,viking,integrity,0.2,outputs,10,datasets,[0.86750908 0.78046101 0.70252472 0.8322497  0.76190478],[0.86637121 0.77582419 0.69670331 0.82767624 0.75656331]
4516,cuda:0,CiteSeer,poisoning,gca,viking,availability,0.2,outputs,7,datasets,[0.81151409 0.73924977 0.59835315 0.833121   0.69648558],[0.82763235 0.75642204 0.63119268 0.84210527 0.72155219]
4517,cuda:0,CiteSeer,poisoning,gat,random,availability,0.05,outputs,8,datasets,[0.87393692 0.5        1.         0.5        0.66666669],[0.83717131 0.49999997 1.         0.5        0.66666669]
4518,cuda:0,PubMed,poisoning,gat,dice,availability,0.05,outputs,5,datasets,[0.91318779 0.84436244 0.84827662 0.84168762 0.84496927],[0.91639301 0.84621453 0.85128438 0.84273922 0.84699023]
4519,cuda:0,CiteSeer,poisoning,node2vec,dice,integrity,0.2,outputs,2,datasets,[0.70864878 0.71295279 0.4862788  0.88955826 0.62881476],[0.73353673 0.73085845 0.4938575  0.88546258 0.63406938]
4520,cuda:0,PubMed,poisoning,gcn,pgd,availability,0.1,outputs,2,datasets,[0.93453493 0.86340636 0.89786124 0.83997852 0.86795592],[0.93583634 0.86352253 0.89732885 0.84050041 0.86798549]
4521,cuda:0,Cora,poisoning,deepwalk,random,availability,0.2,outputs,1,datasets,[0.75159333 0.68685871 0.41199684 0.91498685 0.56816328],[0.75944935 0.69470775 0.42654029 0.91993183 0.58283859]
4522,cuda:0,CiteSeer,poisoning,gat,clga,integrity,0.15,outputs,9,datasets,[0.8194551  0.75795829 0.71240395 0.7838164  0.74640596],[0.82411275 0.76321584 0.70860928 0.79455447 0.74912488]
4523,cuda:0,PubMed,poisoning,node2vec,random,availability,0.2,outputs,6,datasets,[0.75014242 0.70753831 0.49779114 0.85751295 0.62991375],[0.7482914  0.70900714 0.49981195 0.85935986 0.63202941]
4524,cuda:0,PubMed,poisoning,vgnae,pgd,availability,0.05,outputs,8,datasets,[0.97136105 0.7893882  0.99047101 0.70638659 0.82464839],[0.9709981  0.78909465 0.99046999 0.70609125 0.82444674]
4525,cuda:0,PubMed,poisoning,gat,viking,integrity,0.05,outputs,3,datasets,[0.92452009 0.85309047 0.86600494 0.84420013 0.85496354],[0.93349875 0.86409068 0.89192426 0.83819389 0.86422473]
4526,cuda:0,CiteSeer,poisoning,gat,viking,integrity,0.2,outputs,2,datasets,[0.81848754 0.5        1.         0.5        0.66666669],[0.82633136 0.5        1.         0.5        0.66666669]
4527,cuda:0,PubMed,poisoning,gcn,clga,availability,0.05,outputs,8,datasets,[0.91881361 0.84657681 0.85412401 0.84142327 0.84772605],[0.91368908 0.84181583 0.84321761 0.84086019 0.84203726]
4528,cuda:0,CiteSeer,poisoning,deepwalk,metattack,integrity,0.1,outputs,10,datasets,[0.75187879 0.72557628 0.49066961 0.92546582 0.64131993],[0.77936723 0.75604397 0.55164838 0.9330855  0.69337022]
4529,cuda:0,PubMed,poisoning,deepwalk,pgd,integrity,0.2,outputs,3,datasets,[0.82163641 0.77012014 0.67798328 0.83116704 0.74680084],[0.83343174 0.78769618 0.71458048 0.83364534 0.76953459]
4530,cuda:0,CiteSeer,poisoning,node2vec,aalp,availability,0.1,outputs,3,datasets,[0.73076402 0.69419032 0.42543459 0.91988128 0.58179539],[0.73520878 0.70054942 0.43956044 0.91954023 0.59479553]
4531,cuda:0,Cora,poisoning,node2vec,minmax,availability,0.05,outputs,4,datasets,[0.82339043 0.77731866 0.6280992  0.89528793 0.7382623 ],[0.84352191 0.78400737 0.63235295 0.90765172 0.74539542]
4532,cuda:0,PubMed,poisoning,gat,nodeembeddingattack,availability,0.05,outputs,2,datasets,[0.92486078 0.8520717  0.85361511 0.85098827 0.85229969],[0.92754817 0.85676956 0.85938245 0.85491496 0.85714287]
4533,cuda:0,Cora,poisoning,gca,viking,availability,0.05,outputs,6,datasets,[0.87983512 0.81311995 0.75743914 0.85235924 0.80210078],[0.87119929 0.79061371 0.72382671 0.83541667 0.77562863]
4534,cuda:0,PubMed,poisoning,deepwalk,pgd,integrity,0.1,outputs,7,datasets,[0.81973579 0.76911151 0.66456127 0.8402738  0.74215895],[0.82294835 0.77718621 0.68198365 0.84048218 0.75298256]
4535,cuda:0,PubMed,poisoning,deepwalk,minmax,integrity,0.1,outputs,6,datasets,[0.81684865 0.76632637 0.61944509 0.87710613 0.7260949 ],[0.82275985 0.7731691  0.63519019 0.87628865 0.73651034]
4536,cuda:0,Cora,poisoning,gat,minmax,availability,0.1,outputs,7,datasets,[0.87252182 0.80166054 0.81180811 0.79566002 0.80365294],[0.88091984 0.80360442 0.81330872 0.79782414 0.80549198]
4537,cuda:0,Cora,poisoning,node2vec,clga,integrity,0.1,outputs,5,datasets,[0.81909797 0.75893068 0.56575215 0.92212796 0.70126063],[0.84194071 0.77361178 0.58633775 0.93778449 0.72154117]
4538,cuda:0,Cora,poisoning,gca,aalp,availability,0.05,outputs,1,datasets,[0.85377532 0.78420824 0.68932873 0.85077006 0.7615878 ],[0.86939507 0.79224139 0.70517242 0.85386223 0.77242684]
4539,cuda:0,Cora,poisoning,gcn,pgd,availability,0.1,outputs,1,datasets,[0.90632402 0.83726627 0.83526272 0.83862317 0.83693963],[0.89045218 0.82174689 0.80926919 0.82998174 0.81949461]
4540,cuda:0,CiteSeer,poisoning,gcn,minmax,integrity,0.2,outputs,7,datasets,[0.78035741 0.7291438  0.70142698 0.7425915  0.72142249],[0.81030789 0.74521935 0.74193549 0.73768616 0.73980474]
4541,cuda:0,Cora,poisoning,deepwalk,dice,availability,0.1,outputs,9,datasets,[0.79114359 0.74150139 0.52785647 0.92168176 0.67126989],[0.79211504 0.74100381 0.530303   0.91653025 0.67186558]
4542,cuda:0,Cora,poisoning,gat,minmax,availability,0.15,outputs,9,datasets,[0.8607086  0.79463458 0.71507865 0.85038501 0.77688444],[0.85642318 0.77916664 0.68703705 0.84222472 0.75675672]
4543,cuda:0,CiteSeer,poisoning,gat,nodeembeddingattack,integrity,0.2,outputs,6,datasets,[0.84686133 0.5        1.         0.5        0.66666669],[0.84134131 0.42767295 1.         0.42767295 0.59911895]
4544,cuda:0,PubMed,poisoning,gat,nodeembeddingattack,integrity,0.15,outputs,1,datasets,[0.92286608 0.84680235 0.83476204 0.85535973 0.84493542],[0.93234786 0.85670805 0.85737979 0.82952267 0.84322119]
4545,cuda:0,CiteSeer,poisoning,gca,viking,integrity,0.2,outputs,5,datasets,[0.87785705 0.79665202 0.73435783 0.83887148 0.7831431 ],[0.87639657 0.78351653 0.69450551 0.8449198  0.76236427]
4546,cuda:0,CiteSeer,poisoning,deepwalk,aalp,integrity,0.05,outputs,10,datasets,[0.73001527 0.74780464 0.54445666 0.91766882 0.68343091],[0.79498128 0.76648355 0.5736264  0.93381035 0.71068758]
4547,cuda:0,PubMed,poisoning,gca,aalp,integrity,0.05,outputs,3,datasets,[0.86511484 0.79029435 0.71678323 0.8403306  0.77365547],[0.93620253 0.87263083 0.87973827 0.86740822 0.87352973]
4548,cuda:0,Cora,poisoning,gca,aalp,availability,0.2,outputs,2,datasets,[0.76082898 0.6984449  0.49628127 0.83314413 0.62203389],[0.76986802 0.69884825 0.5        0.83014625 0.62410146]
4549,cuda:0,PubMed,poisoning,gat,minmax,integrity,0.2,outputs,2,datasets,[0.88027991 0.79976314 0.77362961 0.81630468 0.79439437],[0.90629909 0.82889301 0.83348459 0.82515442 0.82929862]
4550,cuda:0,Cora,poisoning,gcn,dice,availability,0.2,outputs,2,datasets,[0.76985122 0.72065729 0.60187793 0.78940886 0.68300474],[0.79058843 0.73872185 0.63533837 0.80094784 0.70859534]
4551,cuda:0,Cora,poisoning,gat,clga,integrity,0.1,outputs,9,datasets,[0.83210302 0.76602793 0.63292336 0.86266923 0.73015004],[0.86613291 0.79591835 0.68311197 0.88235295 0.77005345]
4552,cuda:0,CiteSeer,poisoning,deepwalk,minmax,availability,0.05,outputs,5,datasets,[0.769549   0.75531912 0.57446808 0.89999998 0.70129871],[0.77013425 0.74307036 0.54584223 0.90140843 0.6799469 ]
4553,cuda:0,CiteSeer,poisoning,gca,clga,integrity,0.05,outputs,3,datasets,[0.90797377 0.83122945 0.78485179 0.86509377 0.82302159],[0.91879483 0.83351654 0.80219781 0.85580307 0.82813388]
4554,cuda:0,CiteSeer,poisoning,vgnae,aalp,availability,0.1,outputs,9,datasets,[0.87581248 0.71065874 0.88380605 0.65647299 0.75336323],[0.8788542  0.71199634 0.89926738 0.65423051 0.75742382]
4555,cuda:0,Cora,poisoning,gat,nodeembeddingattack,integrity,0.05,outputs,7,datasets,[0.88212252 0.80416274 0.76915801 0.82706004 0.79705882],[0.90367751 0.82847422 0.80677289 0.8359133  0.82108462]
4556,cuda:0,CiteSeer,poisoning,gat,viking,availability,0.05,outputs,4,datasets,[0.86980714 0.78814    0.77324975 0.79698437 0.78493774],[0.8713175  0.78563941 0.75471699 0.80446929 0.77879936]
4557,cuda:0,PubMed,poisoning,vgnae,nodeembeddingattack,integrity,0.1,outputs,10,datasets,[0.97027686 0.79756937 0.98815703 0.71544649 0.8299742 ],[0.97532176 0.78503491 0.99199796 0.6865565  0.8114871 ]
4558,cuda:0,Cora,poisoning,gat,minmax,integrity,0.15,outputs,3,datasets,[0.84305558 0.76466411 0.68779564 0.81274456 0.74506783],[0.88226362 0.81741297 0.77196652 0.83201802 0.80086809]
4559,cuda:0,Cora,poisoning,gca,pgd,integrity,0.2,outputs,4,datasets,[0.89604964 0.81996685 0.79659414 0.83573198 0.81569386],[0.9209387  0.85054082 0.84693879 0.84349591 0.84521383]
4560,cuda:0,Cora,poisoning,gcn,metattack,integrity,0.1,outputs,7,datasets,[0.81143155 0.76153302 0.64806056 0.83843327 0.73105657],[0.8677259  0.80920738 0.72296017 0.87385321 0.79127723]
